location,city,country,utc,local,latitude,longitude,no2,co,pm25,pm10,o3,unit,attribution
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T05:00:00.000Z,2020-02-19T10:30:00+05:30,28.6573814,77.1585447,29.47,3830,84.58,231.7,18.69,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T04:45:00.000Z,2020-02-19T10:15:00+05:30,28.6573814,77.1585447,29.59,4020,98.82,270.1,23.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T04:30:00.000Z,2020-02-19T10:00:00+05:30,28.6573814,77.1585447,30.76,4320,127.02,324.45,17.5,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T04:15:00.000Z,2020-02-19T09:45:00+05:30,28.6573814,77.1585447,31.68,4660,145.21,354.94,22.46,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T04:00:00.000Z,2020-02-19T09:30:00+05:30,28.6573814,77.1585447,59.42,4970,151.02,353.43,21.91,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T03:45:00.000Z,2020-02-19T09:15:00+05:30,28.6573814,77.1585447,76.13,5300,153.12,334.69,20.34,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T03:30:00.000Z,2020-02-19T09:00:00+05:30,28.6573814,77.1585447,76.09,5540,157.88,336.73,19.07,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T03:15:00.000Z,2020-02-19T08:45:00+05:30,28.6573814,77.1585447,71.51,5800,156.81,330.8,21.76,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T03:00:00.000Z,2020-02-19T08:30:00+05:30,28.6573814,77.1585447,58.07,6080,157.37,322.92,24.56,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T02:45:00.000Z,2020-02-19T08:15:00+05:30,28.6573814,77.1585447,39.39,6330,152.8,332.44,22,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T02:30:00.000Z,2020-02-19T08:00:00+05:30,28.6573814,77.1585447,17.44,6470,148.46,341.53,24.12,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T02:15:00.000Z,2020-02-19T07:45:00+05:30,28.6573814,77.1585447,8.26,6500,149.22,358.89,22.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T02:00:00.000Z,2020-02-19T07:30:00+05:30,28.6573814,77.1585447,10.32,6500,156.45,342.63,20.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T01:45:00.000Z,2020-02-19T07:15:00+05:30,28.6573814,77.1585447,6.99,6420,151.54,306.47,24.06,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T01:30:00.000Z,2020-02-19T07:00:00+05:30,28.6573814,77.1585447,9.13,6350,135.63,271.89,24.65,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T01:15:00.000Z,2020-02-19T06:45:00+05:30,28.6573814,77.1585447,9.19,6350,131.26,265.74,25.34,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T01:00:00.000Z,2020-02-19T06:30:00+05:30,28.6573814,77.1585447,11.95,6390,135.94,267.28,22.63,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T00:45:00.000Z,2020-02-19T06:15:00+05:30,28.6573814,77.1585447,10.77,6510,147.14,281.55,22.42,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T00:15:00.000Z,2020-02-19T05:45:00+05:30,28.6573814,77.1585447,10.71,6610,163.87,285.19,22.84,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-19T00:00:00.000Z,2020-02-19T05:30:00+05:30,28.6573814,77.1585447,17.45,6740,161.82,297.21,24.67,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T23:45:00.000Z,2020-02-19T05:15:00+05:30,28.6573814,77.1585447,21.19,6760,158.11,288.9,20.54,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T23:30:00.000Z,2020-02-19T05:00:00+05:30,28.6573814,77.1585447,20.4,6860,154.4,266.97,17.28,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T23:15:00.000Z,2020-02-19T04:45:00+05:30,28.6573814,77.1585447,16.92,6830,154.65,260.23,25.86,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T23:00:00.000Z,2020-02-19T04:30:00+05:30,28.6573814,77.1585447,22.41,6750,150.23,278.43,25.43,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T22:45:00.000Z,2020-02-19T04:15:00+05:30,28.6573814,77.1585447,29.37,6660,145.23,295.68,18.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T22:30:00.000Z,2020-02-19T04:00:00+05:30,28.6573814,77.1585447,32.77,6730,143.81,298.62,20.4,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T22:15:00.000Z,2020-02-19T03:45:00+05:30,28.6573814,77.1585447,38.41,6820,144.74,299.71,24.05,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T22:00:00.000Z,2020-02-19T03:30:00+05:30,28.6573814,77.1585447,27.56,7070,168.28,319.78,15.39,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T21:45:00.000Z,2020-02-19T03:15:00+05:30,28.6573814,77.1585447,36.05,7470,191.26,343.31,19.33,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T21:30:00.000Z,2020-02-19T03:00:00+05:30,28.6573814,77.1585447,37.48,7880,215.26,375.37,24.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T21:15:00.000Z,2020-02-19T02:45:00+05:30,28.6573814,77.1585447,24.77,8290,229.59,396.17,20.85,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T21:00:00.000Z,2020-02-19T02:30:00+05:30,28.6573814,77.1585447,30.48,8460,238.02,424.27,19.04,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T12:15:00.000Z,2020-02-18T17:45:00+05:30,28.6573814,77.1585447,24.57,2280,38.41,117.32,56.4,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T12:00:00.000Z,2020-02-18T17:30:00+05:30,28.6573814,77.1585447,22.85,2250,36.62,123.09,60.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T11:45:00.000Z,2020-02-18T17:15:00+05:30,28.6573814,77.1585447,16.94,2250,30.2,132.78,66.85,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T11:30:00.000Z,2020-02-18T17:00:00+05:30,28.6573814,77.1585447,18.2,2250,29.19,131.39,65.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T11:15:00.000Z,2020-02-18T16:45:00+05:30,28.6573814,77.1585447,16.34,2250,28.93,134.33,70.07,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T11:00:00.000Z,2020-02-18T16:30:00+05:30,28.6573814,77.1585447,15.9,2300,28.01,136.92,62.53,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T10:45:00.000Z,2020-02-18T16:15:00+05:30,28.6573814,77.1585447,13.15,2310,23.02,135.42,73.71,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T09:30:00.000Z,2020-02-18T15:00:00+05:30,28.6573814,77.1585447,15.92,2520,13.1,106.86,60.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T09:15:00.000Z,2020-02-18T14:45:00+05:30,28.6573814,77.1585447,13.27,2520,14.55,97.06,55.4,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T09:00:00.000Z,2020-02-18T14:30:00+05:30,28.6573814,77.1585447,14.81,2530,16.13,100.37,52.04,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T08:45:00.000Z,2020-02-18T14:15:00+05:30,28.6573814,77.1585447,15.47,2580,17.33,107.2,49.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T08:30:00.000Z,2020-02-18T14:00:00+05:30,28.6573814,77.1585447,16.48,2570,16.58,113.57,52.88,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T08:15:00.000Z,2020-02-18T13:45:00+05:30,28.6573814,77.1585447,17.16,2590,22.43,114.91,50.45,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T08:00:00.000Z,2020-02-18T13:30:00+05:30,28.6573814,77.1585447,16.31,2630,23.24,124.84,52.65,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T07:45:00.000Z,2020-02-18T13:15:00+05:30,28.6573814,77.1585447,17.59,2650,25,136.67,49.49,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T07:30:00.000Z,2020-02-18T13:00:00+05:30,28.6573814,77.1585447,18.19,2660,14.92,140.48,52.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T07:15:00.000Z,2020-02-18T12:45:00+05:30,28.6573814,77.1585447,22.42,2720,19.34,137.61,48.54,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T07:00:00.000Z,2020-02-18T12:30:00+05:30,28.6573814,77.1585447,20.41,2730,34.01,133.18,41.29,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T06:45:00.000Z,2020-02-18T12:15:00+05:30,28.6573814,77.1585447,22.67,2780,53.74,139.47,38.21,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T06:30:00.000Z,2020-02-18T12:00:00+05:30,28.6573814,77.1585447,25.42,2800,71.78,158.05,34.54,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T06:15:00.000Z,2020-02-18T11:45:00+05:30,28.6573814,77.1585447,27.89,2810,80.89,175.62,34.95,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T06:00:00.000Z,2020-02-18T11:30:00+05:30,28.6573814,77.1585447,33.9,2820,80.74,211.11,30.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T05:45:00.000Z,2020-02-18T11:15:00+05:30,28.6573814,77.1585447,27.48,2810,84.24,243.88,29.38,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T05:15:00.000Z,2020-02-18T10:45:00+05:30,28.6573814,77.1585447,31.62,2820,101.06,252.11,27.66,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T05:00:00.000Z,2020-02-18T10:30:00+05:30,28.6573814,77.1585447,32.21,2800,107.72,260.86,31.16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T04:45:00.000Z,2020-02-18T10:15:00+05:30,28.6573814,77.1585447,37.3,2850,124.93,281.68,25.08,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T04:30:00.000Z,2020-02-18T10:00:00+05:30,28.6573814,77.1585447,37.95,2840,137.61,310.74,26.34,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T04:15:00.000Z,2020-02-18T09:45:00+05:30,28.6573814,77.1585447,44.37,2880,142.51,336.8,24.73,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T04:00:00.000Z,2020-02-18T09:30:00+05:30,28.6573814,77.1585447,48.03,2860,151.19,354.87,19.39,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T03:45:00.000Z,2020-02-18T09:15:00+05:30,28.6573814,77.1585447,46.62,2850,159.75,366.26,25.16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T03:30:00.000Z,2020-02-18T09:00:00+05:30,28.6573814,77.1585447,45.02,2820,153.97,371.02,19.58,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T03:15:00.000Z,2020-02-18T08:45:00+05:30,28.6573814,77.1585447,43.73,2760,146.81,334.74,21.51,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T03:00:00.000Z,2020-02-18T08:30:00+05:30,28.6573814,77.1585447,43.15,2730,140.25,277.57,24.38,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T02:45:00.000Z,2020-02-18T08:15:00+05:30,28.6573814,77.1585447,43.06,2660,122.36,244.26,21.55,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T02:30:00.000Z,2020-02-18T08:00:00+05:30,28.6573814,77.1585447,42.49,2620,102.82,214.04,23.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T02:15:00.000Z,2020-02-18T07:45:00+05:30,28.6573814,77.1585447,45.38,2590,93.6,132.07,19.04,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T02:00:00.000Z,2020-02-18T07:30:00+05:30,28.6573814,77.1585447,34.97,2550,94.15,175.55,21.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T01:45:00.000Z,2020-02-18T07:15:00+05:30,28.6573814,77.1585447,36.96,2560,93.04,107.72,20.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T01:30:00.000Z,2020-02-18T07:00:00+05:30,28.6573814,77.1585447,40.66,2570,92.11,154.17,23.49,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T01:15:00.000Z,2020-02-18T06:45:00+05:30,28.6573814,77.1585447,39.76,2600,88.3,154.56,23,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T01:00:00.000Z,2020-02-18T06:30:00+05:30,28.6573814,77.1585447,31.74,2640,79.21,93.9,24.57,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T00:45:00.000Z,2020-02-18T06:15:00+05:30,28.6573814,77.1585447,27.8,2660,71.3,133.25,18.28,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T00:15:00.000Z,2020-02-18T05:45:00+05:30,28.6573814,77.1585447,35.61,2700,121.89,181.41,25.67,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-18T00:00:00.000Z,2020-02-18T05:30:00+05:30,28.6573814,77.1585447,36.78,2760,159.28,225.52,22.36,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T23:45:00.000Z,2020-02-18T05:15:00+05:30,28.6573814,77.1585447,40.39,2760,164.09,172.28,25.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T23:30:00.000Z,2020-02-18T05:00:00+05:30,28.6573814,77.1585447,44.7,2790,150.78,264.09,18.77,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T23:15:00.000Z,2020-02-18T04:45:00+05:30,28.6573814,77.1585447,44.37,2770,140.66,235.54,17.45,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T23:00:00.000Z,2020-02-18T04:30:00+05:30,28.6573814,77.1585447,45.23,2800,129.22,196.87,21.42,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T22:45:00.000Z,2020-02-18T04:15:00+05:30,28.6573814,77.1585447,46.23,2820,105.45,180.66,20.86,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T22:30:00.000Z,2020-02-18T04:00:00+05:30,28.6573814,77.1585447,43.74,2780,85.45,150.68,18.23,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T22:15:00.000Z,2020-02-18T03:45:00+05:30,28.6573814,77.1585447,48.08,2800,74.8,128.24,12.69,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-02-17T22:00:00.000Z,2020-02-18T03:30:00+05:30,28.6573814,77.1585447,46.72,2800,82.42,130.69,17.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
