location,city,country,utc,local,latitude,longitude,no2,co,pm25,pm10,o3,unit,attribution
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-07T00:45:00.000Z,2020-04-07T06:15:00+05:30,28.6573814,77.1585447,13.86,1280,4.97,22.94,5.95,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-07T00:30:00.000Z,2020-04-07T06:00:00+05:30,28.6573814,77.1585447,13.31,1350,11.76,22.34,0,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-07T00:15:00.000Z,2020-04-07T05:45:00+05:30,28.6573814,77.1585447,12.39,1450,18.52,31.72,0.21,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-07T00:00:00.000Z,2020-04-07T05:30:00+05:30,28.6573814,77.1585447,11.87,1460,20.53,25.99,0,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T23:45:00.000Z,2020-04-07T05:15:00+05:30,28.6573814,77.1585447,12.06,1460,20.74,25.12,7.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T23:30:00.000Z,2020-04-07T05:00:00+05:30,28.6573814,77.1585447,11.74,1540,16.37,28.3,8.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T23:15:00.000Z,2020-04-07T04:45:00+05:30,28.6573814,77.1585447,11,1520,8.01,32.66,0.51,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T23:00:00.000Z,2020-04-07T04:30:00+05:30,28.6573814,77.1585447,11.51,1500,5.22,19.99,1.99,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T22:45:00.000Z,2020-04-07T04:15:00+05:30,28.6573814,77.1585447,11.24,1530,-1.57,11.39,6.39,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T22:30:00.000Z,2020-04-07T04:00:00+05:30,28.6573814,77.1585447,11.52,1520,1.24,4.78,4.57,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T22:15:00.000Z,2020-04-07T03:45:00+05:30,28.6573814,77.1585447,11.23,1500,2.76,6.58,3.27,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T22:00:00.000Z,2020-04-07T03:30:00+05:30,28.6573814,77.1585447,11.19,1510,9.95,3.83,5.99,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T21:45:00.000Z,2020-04-07T03:15:00+05:30,28.6573814,77.1585447,11.96,1560,12.84,8.49,0,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T21:30:00.000Z,2020-04-07T03:00:00+05:30,28.6573814,77.1585447,15.81,1520,13.21,13.84,4.71,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T21:15:00.000Z,2020-04-07T02:45:00+05:30,28.6573814,77.1585447,16.22,1470,15.85,23.53,3.41,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T21:00:00.000Z,2020-04-07T02:30:00+05:30,28.6573814,77.1585447,16.31,1500,15.52,49.61,2.69,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T20:45:00.000Z,2020-04-07T02:15:00+05:30,28.6573814,77.1585447,16,1490,21.02,91.58,7.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T20:30:00.000Z,2020-04-07T02:00:00+05:30,28.6573814,77.1585447,14.26,1470,14.59,104.06,10.26,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T20:15:00.000Z,2020-04-07T01:45:00+05:30,28.6573814,77.1585447,13.94,1390,19.97,98.41,7.37,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T20:00:00.000Z,2020-04-07T01:30:00+05:30,28.6573814,77.1585447,13.31,1270,18,86.48,15.64,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T19:45:00.000Z,2020-04-07T01:15:00+05:30,28.6573814,77.1585447,13.92,1200,26.97,100.81,5.72,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T19:30:00.000Z,2020-04-07T01:00:00+05:30,28.6573814,77.1585447,14.24,1410,25.59,110.68,3.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T19:15:00.000Z,2020-04-07T00:45:00+05:30,28.6573814,77.1585447,14.37,1420,28.51,116.67,3.37,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T19:00:00.000Z,2020-04-07T00:30:00+05:30,28.6573814,77.1585447,13.86,1430,26.96,117.85,5.09,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T18:45:00.000Z,2020-04-07T00:15:00+05:30,28.6573814,77.1585447,14.74,1450,32.83,119.88,9.57,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T18:30:00.000Z,2020-04-07T00:00:00+05:30,28.6573814,77.1585447,14.21,1440,32.53,125.63,8.37,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T18:15:00.000Z,2020-04-06T23:45:00+05:30,28.6573814,77.1585447,13.9,1450,36.19,141.69,5.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T17:45:00.000Z,2020-04-06T23:15:00+05:30,28.6573814,77.1585447,14.73,1480,41.78,168.58,7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T17:30:00.000Z,2020-04-06T23:00:00+05:30,28.6573814,77.1585447,14.48,1460,31.84,158.21,0.95,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T17:15:00.000Z,2020-04-06T22:45:00+05:30,28.6573814,77.1585447,13.8,1520,20.43,132.94,4.4,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T17:00:00.000Z,2020-04-06T22:30:00+05:30,28.6573814,77.1585447,14.04,1480,22.14,113.6,0,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T16:45:00.000Z,2020-04-06T22:15:00+05:30,28.6573814,77.1585447,14.54,1510,26.7,84.75,7.05,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T16:30:00.000Z,2020-04-06T22:00:00+05:30,28.6573814,77.1585447,14.28,1510,20.06,68.39,2.45,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T16:15:00.000Z,2020-04-06T21:45:00+05:30,28.6573814,77.1585447,13.6,1590,9.4,70.44,0,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T16:00:00.000Z,2020-04-06T21:30:00+05:30,28.6573814,77.1585447,13.82,1700,11.99,84.23,2.15,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T15:30:00.000Z,2020-04-06T21:00:00+05:30,28.6573814,77.1585447,14.84,1870,14.02,79.57,5.92,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T15:15:00.000Z,2020-04-06T20:45:00+05:30,28.6573814,77.1585447,14.58,1870,8.12,78.09,6.73,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T15:00:00.000Z,2020-04-06T20:30:00+05:30,28.6573814,77.1585447,14.32,1850,7.23,70.91,10.11,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T14:45:00.000Z,2020-04-06T20:15:00+05:30,28.6573814,77.1585447,15.37,1790,3.48,48.44,8.18,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T14:30:00.000Z,2020-04-06T20:00:00+05:30,28.6573814,77.1585447,13.02,1830,0.98,64.99,6.22,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T14:15:00.000Z,2020-04-06T19:45:00+05:30,28.6573814,77.1585447,14.15,1760,-4.87,83.24,9.02,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T14:00:00.000Z,2020-04-06T19:30:00+05:30,28.6573814,77.1585447,14.57,1770,-5.28,70.56,8.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T13:45:00.000Z,2020-04-06T19:15:00+05:30,28.6573814,77.1585447,12.85,1760,-2.85,31.38,-0.53,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T13:30:00.000Z,2020-04-06T19:00:00+05:30,28.6573814,77.1585447,12.98,1750,7.23,15.99,5.4,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T13:15:00.000Z,2020-04-06T18:45:00+05:30,28.6573814,77.1585447,11.7,1700,5.96,10.72,2.36,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T13:00:00.000Z,2020-04-06T18:30:00+05:30,28.6573814,77.1585447,12.08,1720,10.47,2.21,8.21,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T12:45:00.000Z,2020-04-06T18:15:00+05:30,28.6573814,77.1585447,12.07,1700,7.76,8.35,6.77,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T12:30:00.000Z,2020-04-06T18:00:00+05:30,28.6573814,77.1585447,12.69,1620,19.08,56.88,9.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T10:15:00.000Z,2020-04-06T15:45:00+05:30,28.6573814,77.1585447,10.87,1020,42.75,120.79,4.82,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T10:00:00.000Z,2020-04-06T15:30:00+05:30,28.6573814,77.1585447,11.14,1070,33.03,116.49,4.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T09:45:00.000Z,2020-04-06T15:15:00+05:30,28.6573814,77.1585447,11.28,1080,33.63,120.26,5.42,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T09:30:00.000Z,2020-04-06T15:00:00+05:30,28.6573814,77.1585447,12.01,1070,30.93,126.37,6.52,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T09:15:00.000Z,2020-04-06T14:45:00+05:30,28.6573814,77.1585447,11.09,1110,40.59,128.91,3.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T09:00:00.000Z,2020-04-06T14:30:00+05:30,28.6573814,77.1585447,11.11,1100,38.06,118.72,1.67,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T08:45:00.000Z,2020-04-06T14:15:00+05:30,28.6573814,77.1585447,11.32,1100,27.83,105.65,5.84,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T08:30:00.000Z,2020-04-06T14:00:00+05:30,28.6573814,77.1585447,11.31,1150,15.56,88.16,4.06,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T08:15:00.000Z,2020-04-06T13:45:00+05:30,28.6573814,77.1585447,10.72,1180,12.73,65.9,5.8,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T08:00:00.000Z,2020-04-06T13:30:00+05:30,28.6573814,77.1585447,11.43,1270,14.04,51.98,2.27,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T07:45:00.000Z,2020-04-06T13:15:00+05:30,28.6573814,77.1585447,12.17,1280,16.36,46.1,1.96,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T07:30:00.000Z,2020-04-06T13:00:00+05:30,28.6573814,77.1585447,11.81,1380,19.75,53.45,3.09,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T07:15:00.000Z,2020-04-06T12:45:00+05:30,28.6573814,77.1585447,11.35,1510,21.17,53.55,5.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T07:00:00.000Z,2020-04-06T12:30:00+05:30,28.6573814,77.1585447,11.89,1560,20.18,50.02,8.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T06:45:00.000Z,2020-04-06T12:15:00+05:30,28.6573814,77.1585447,12.34,1570,26.02,49.04,1.39,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T06:30:00.000Z,2020-04-06T12:00:00+05:30,28.6573814,77.1585447,12.19,1580,26.68,53.99,4.49,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T06:15:00.000Z,2020-04-06T11:45:00+05:30,28.6573814,77.1585447,12.83,1690,35.55,65.54,8.72,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T06:00:00.000Z,2020-04-06T11:30:00+05:30,28.6573814,77.1585447,12.6,1710,39.99,70.82,2.81,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T05:45:00.000Z,2020-04-06T11:15:00+05:30,28.6573814,77.1585447,15.54,1770,46.79,73.29,12.11,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T05:30:00.000Z,2020-04-06T11:00:00+05:30,28.6573814,77.1585447,15.31,1800,46,68.39,8.19,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T05:00:00.000Z,2020-04-06T10:30:00+05:30,28.6573814,77.1585447,18.26,1910,53.56,55.98,6.2,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T04:45:00.000Z,2020-04-06T10:15:00+05:30,28.6573814,77.1585447,20.26,1910,53.94,62.21,3.25,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T04:30:00.000Z,2020-04-06T10:00:00+05:30,28.6573814,77.1585447,19.76,1940,63.44,94.55,0.43,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T04:15:00.000Z,2020-04-06T09:45:00+05:30,28.6573814,77.1585447,21.25,2000,87.11,156.73,4.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T04:00:00.000Z,2020-04-06T09:30:00+05:30,28.6573814,77.1585447,24.34,2020,91.79,195.1,6.82,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T03:45:00.000Z,2020-04-06T09:15:00+05:30,28.6573814,77.1585447,27.14,1980,76.01,200.58,0.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T03:30:00.000Z,2020-04-06T09:00:00+05:30,28.6573814,77.1585447,29.97,1840,70.74,178.25,7.89,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T03:15:00.000Z,2020-04-06T08:45:00+05:30,28.6573814,77.1585447,21.69,1750,67.93,160.88,8.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T03:00:00.000Z,2020-04-06T08:30:00+05:30,28.6573814,77.1585447,21.1,1700,69.6,160.77,5.6,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T02:45:00.000Z,2020-04-06T08:15:00+05:30,28.6573814,77.1585447,22.87,1660,67.33,167.31,5.81,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T02:30:00.000Z,2020-04-06T08:00:00+05:30,28.6573814,77.1585447,21.93,1660,66.57,163.35,7.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T02:15:00.000Z,2020-04-06T07:45:00+05:30,28.6573814,77.1585447,20.75,1660,63.53,156.72,10.71,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T02:00:00.000Z,2020-04-06T07:30:00+05:30,28.6573814,77.1585447,22.09,1680,59.93,154.92,11,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T01:45:00.000Z,2020-04-06T07:15:00+05:30,28.6573814,77.1585447,19.47,1660,72.81,160.46,7.65,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T01:30:00.000Z,2020-04-06T07:00:00+05:30,28.6573814,77.1585447,19.16,1640,67.1,170.29,12.69,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-04-06T01:15:00.000Z,2020-04-06T06:45:00+05:30,28.6573814,77.1585447,17.34,1630,70.07,173.38,12.23,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
